iid,gender,wave,pid,match,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr4_1,sinc4_1,intel4_1,fun4_1,amb4_1,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,dec,attr,sinc,intel,fun,amb,shar,like
127,1,5,116,1,25,25,25,15,5,5,,,,,,,20,20,20,20,10,10,1,7,7,7,7,5,5,7
127,1,5,117,0,25,25,25,15,5,5,,,,,,,20,20,20,20,10,10,1,7,7,8,8,10,6,7
127,1,5,119,1,25,25,25,15,5,5,,,,,,,20,20,20,20,10,10,1,9,8,8,6,7,3,8
127,1,5,120,0,25,25,25,15,5,5,,,,,,,20,20,20,20,10,10,1,8,5,7,8,5,6,7
127,1,5,121,0,25,25,25,15,5,5,,,,,,,20,20,20,20,10,10,0,5,8,7,0,5,0,4
127,1,5,,0,25,25,25,15,5,5,,,,,,,20,20,20,20,10,10,0,7,7,6,5,5,5,6
128,1,5,112,1,40,15,10,20,10,5,,,,,,,25,15,20,20,10,10,1,10,9,8,9,9,7,9
128,1,5,113,1,40,15,10,20,10,5,,,,,,,25,15,20,20,10,10,1,7,9,9,8,8,8,7
128,1,5,114,1,40,15,10,20,10,5,,,,,,,25,15,20,20,10,10,1,7,9,9,8,8,7,7
128,1,5,115,1,40,15,10,20,10,5,,,,,,,25,15,20,20,10,10,1,9,7,6,10,8,7,8
128,1,5,116,0,40,15,10,20,10,5,,,,,,,25,15,20,20,10,10,1,7,7,7,7,8,6,6
128,1,5,117,0,40,15,10,20,10,5,,,,,,,25,15,20,20,10,10,1,8,8,9,9,7,7,8
128,1,5,119,1,40,15,10,20,10,5,,,,,,,25,15,20,20,10,10,1,9,8,9,7,8,8,8
128,1,5,120,1,40,15,10,20,10,5,,,,,,,25,15,20,20,10,10,1,8,8,10,10,8,7,8
128,1,5,121,0,40,15,10,20,10,5,,,,,,,25,15,20,20,10,10,0,6,9,7,7,8,7,5
128,1,5,,0,40,15,10,20,10,5,,,,,,,25,15,20,20,10,10,1,8,9,9,8,8,8,8
129,1,5,112,1,40,20,20,20,0,0,,,,,,,40,21,10,10,10,10,1,9,8,9,10,8,8,8
129,1,5,113,0,40,20,20,20,0,0,,,,,,,40,21,10,10,10,10,0,7,8,8,7,7,7,7
129,1,5,114,0,40,20,20,20,0,0,,,,,,,40,21,10,10,10,10,0,6,9,8,7,,,7
129,1,5,115,0,40,20,20,20,0,0,,,,,,,40,21,10,10,10,10,1,8,8,8,7,6,10,7
129,1,5,116,1,40,20,20,20,0,0,,,,,,,40,21,10,10,10,10,1,7,,8,8,8,8,7
129,1,5,117,0,40,20,20,20,0,0,,,,,,,40,21,10,10,10,10,1,8,9,10,9,5,9,8
129,1,5,119,1,40,20,20,20,0,0,,,,,,,40,21,10,10,10,10,1,10,10,10,10,9,,10
129,1,5,120,0,40,20,20,20,0,0,,,,,,,40,21,10,10,10,10,1,9,8,8,10,9,8,8
129,1,5,121,0,40,20,20,20,0,0,,,,,,,40,21,10,10,10,10,1,7,8,10,6,5,6,7
129,1,5,,0,40,20,20,20,0,0,,,,,,,40,21,10,10,10,10,1,7,8,9,10,7,,7
130,1,5,112,0,80,10,10,0,0,0,,,,,,,60,20,10,10,0,0,0,5,5,5,2,1,2,5
130,1,5,113,0,80,10,10,0,0,0,,,,,,,60,20,10,10,0,0,0,3,3,5,6,1,1,5
130,1,5,114,0,80,10,10,0,0,0,,,,,,,60,20,10,10,0,0,0,1,1,6,2,5,1,3
130,1,5,115,0,80,10,10,0,0,0,,,,,,,60,20,10,10,0,0,0,6,5,5,4,3,2,6
130,1,5,116,0,80,10,10,0,0,0,,,,,,,60,20,10,10,0,0,0,3,7,2,1,1,1,2
130,1,5,117,0,80,10,10,0,0,0,,,,,,,60,20,10,10,0,0,0,6,6,6,3,8,2,6
130,1,5,119,1,80,10,10,0,0,0,,,,,,,60,20,10,10,0,0,1,7,6,6,6,6,6,8
130,1,5,120,1,80,10,10,0,0,0,,,,,,,60,20,10,10,0,0,1,9,6,8,6,6,6,9
130,1,5,121,0,80,10,10,0,0,0,,,,,,,60,20,10,10,0,0,0,2,1,3,1,1,1,2
130,1,5,,0,80,10,10,0,0,0,,,,,,,60,20,10,10,0,0,0,1,5,5,4,3,1,3
131,1,5,112,0,25,10,20,20,10,15,,,,,,,30,10,20,20,10,10,0,5,5,5,5,5,5,5
131,1,5,113,0,25,10,20,20,10,15,,,,,,,30,10,20,20,10,10,0,5,5,5,5,5,5,5
131,1,5,114,0,25,10,20,20,10,15,,,,,,,30,10,20,20,10,10,0,5,5,5,5,5,5,5
131,1,5,115,0,25,10,20,20,10,15,,,,,,,30,10,20,20,10,10,0,,,,,,,
131,1,5,116,0,25,10,20,20,10,15,,,,,,,30,10,20,20,10,10,0,5,5,5,5,5,5,5
131,1,5,117,0,25,10,20,20,10,15,,,,,,,30,10,20,20,10,10,0,,,,,,,
131,1,5,119,0,25,10,20,20,10,15,,,,,,,30,10,20,20,10,10,0,6,6,6,6,6,6,6
131,1,5,120,0,25,10,20,20,10,15,,,,,,,30,10,20,20,10,10,0,6,6,7,6,6,2,5
131,1,5,121,0,25,10,20,20,10,15,,,,,,,30,10,20,20,10,10,0,7,5,10,6,7,2,2
131,1,5,,0,25,10,20,20,10,15,,,,,,,30,10,20,20,10,10,0,6,6,7,6,5,2,3
132,0,6,137,0,16.67,16.67,16.67,16.67,16.67,16.67,10,7,7,7,5,7,22.73,15.91,13.64,15.91,13.64,18.18,0,7,9,7,9,6,9,8
132,0,6,138,0,16.67,16.67,16.67,16.67,16.67,16.67,10,7,7,7,5,7,22.73,15.91,13.64,15.91,13.64,18.18,0,8,8,8,8,8,8,8
132,0,6,139,0,16.67,16.67,16.67,16.67,16.67,16.67,10,7,7,7,5,7,22.73,15.91,13.64,15.91,13.64,18.18,0,5,7,9,5,9,5,5
132,0,6,140,1,16.67,16.67,16.67,16.67,16.67,16.67,10,7,7,7,5,7,22.73,15.91,13.64,15.91,13.64,18.18,1,8,9,9,9,9,8,9
132,0,6,141,0,16.67,16.67,16.67,16.67,16.67,16.67,10,7,7,7,5,7,22.73,15.91,13.64,15.91,13.64,18.18,0,5,8,8,8,7,7,7
133,0,6,137,0,12.77,19.15,17.02,17.02,14.89,19.15,7,7,7,7,6,7,24.32,16.22,13.51,16.22,10.81,18.92,0,7,7,7,8,6,8,7
133,0,6,138,0,12.77,19.15,17.02,17.02,14.89,19.15,7,7,7,7,6,7,24.32,16.22,13.51,16.22,10.81,18.92,0,7,6,8,7,8,6,6
133,0,6,139,0,12.77,19.15,17.02,17.02,14.89,19.15,7,7,7,7,6,7,24.32,16.22,13.51,16.22,10.81,18.92,0,6,5,5,6,6,7,7
133,0,6,140,0,12.77,19.15,17.02,17.02,14.89,19.15,7,7,7,7,6,7,24.32,16.22,13.51,16.22,10.81,18.92,0,8,7,7,8,8,7,7
133,0,6,141,0,12.77,19.15,17.02,17.02,14.89,19.15,7,7,7,7,6,7,24.32,16.22,13.51,16.22,10.81,18.92,0,5,6,5,7,5,6,5
134,0,6,137,1,6.67,20,20,17.78,20,15.56,6,9,9,7,7,6,20.51,15.38,12.82,20.51,12.82,17.95,1,8,9,7,9,10,8,9
134,0,6,138,0,6.67,20,20,17.78,20,15.56,6,9,9,7,7,6,20.51,15.38,12.82,20.51,12.82,17.95,1,7,8,9,8,7,8,7
134,0,6,139,0,6.67,20,20,17.78,20,15.56,6,9,9,7,7,6,20.51,15.38,12.82,20.51,12.82,17.95,0,7,7,8,5,8,5,6
134,0,6,140,0,6.67,20,20,17.78,20,15.56,6,9,9,7,7,6,20.51,15.38,12.82,20.51,12.82,17.95,1,8,9,9,9,10,7,8
134,0,6,141,0,6.67,20,20,17.78,20,15.56,6,9,9,7,7,6,20.51,15.38,12.82,20.51,12.82,17.95,0,6,5,6,5,6,4,5
135,0,6,137,0,18.18,22.73,18.18,13.64,13.64,13.64,8,8,8,9,9,7,18.75,16.67,14.58,18.75,18.75,12.5,0,8,5,,,,5,6
135,0,6,138,0,18.18,22.73,18.18,13.64,13.64,13.64,8,8,8,9,9,7,18.75,16.67,14.58,18.75,18.75,12.5,1,8,8,8,,,2,7
135,0,6,139,0,18.18,22.73,18.18,13.64,13.64,13.64,8,8,8,9,9,7,18.75,16.67,14.58,18.75,18.75,12.5,1,7,8,,8,4,6,6
135,0,6,140,1,18.18,22.73,18.18,13.64,13.64,13.64,8,8,8,9,9,7,18.75,16.67,14.58,18.75,18.75,12.5,1,8,8,8,8,,,8
135,0,6,141,1,18.18,22.73,18.18,13.64,13.64,13.64,8,8,8,9,9,7,18.75,16.67,14.58,18.75,18.75,12.5,1,7,,,8,8,,6
137,1,6,132,0,17.39,17.39,15.22,17.39,13.04,19.57,9,6,5,8,5,8,14.89,17.02,17.02,17.02,14.89,19.15,1,8,8,9,8,9,7,7
137,1,6,133,0,17.39,17.39,15.22,17.39,13.04,19.57,9,6,5,8,5,8,14.89,17.02,17.02,17.02,14.89,19.15,0,6,10,10,6,7,5,7
137,1,6,134,1,17.39,17.39,15.22,17.39,13.04,19.57,9,6,5,8,5,8,14.89,17.02,17.02,17.02,14.89,19.15,1,9,9,9,8,8,7,9
137,1,6,135,0,17.39,17.39,15.22,17.39,13.04,19.57,9,6,5,8,5,8,14.89,17.02,17.02,17.02,14.89,19.15,1,7,8,8,7,7,6,7
137,1,6,136,0,17.39,17.39,15.22,17.39,13.04,19.57,9,6,5,8,5,8,14.89,17.02,17.02,17.02,14.89,19.15,1,6,8,9,7,9,6,8
138,1,6,132,0,20,20,20,20,6.67,13.33,9,9,7,8,3,7,18.37,18.37,16.33,16.33,16.33,14.29,1,8,7,4,6,6,4,8
138,1,6,133,0,20,20,20,20,6.67,13.33,9,9,7,8,3,7,18.37,18.37,16.33,16.33,16.33,14.29,0,3,8,8,9,8,1,1
138,1,6,134,0,20,20,20,20,6.67,13.33,9,9,7,8,3,7,18.37,18.37,16.33,16.33,16.33,14.29,0,3,8,8,2,7,1,1
138,1,6,135,0,20,20,20,20,6.67,13.33,9,9,7,8,3,7,18.37,18.37,16.33,16.33,16.33,14.29,0,4,6,6,1,7,1,1
138,1,6,136,1,20,20,20,20,6.67,13.33,9,9,7,8,3,7,18.37,18.37,16.33,16.33,16.33,14.29,1,7,8,10,9,9,8,9
139,1,6,132,0,18.75,16.67,18.75,20.83,12.5,12.5,10,9,8,9,3,8,19.61,19.61,15.69,19.61,11.76,13.73,1,8,,8,8,7,,8
139,1,6,133,0,18.75,16.67,18.75,20.83,12.5,12.5,10,9,8,9,3,8,19.61,19.61,15.69,19.61,11.76,13.73,1,6,8,10,6,8,,6
139,1,6,134,0,18.75,16.67,18.75,20.83,12.5,12.5,10,9,8,9,3,8,19.61,19.61,15.69,19.61,11.76,13.73,1,7,9,9,7,6,,7
139,1,6,135,0,18.75,16.67,18.75,20.83,12.5,12.5,10,9,8,9,3,8,19.61,19.61,15.69,19.61,11.76,13.73,0,6,,,6,5,,6
139,1,6,136,0,18.75,16.67,18.75,20.83,12.5,12.5,10,9,8,9,3,8,19.61,19.61,15.69,19.61,11.76,13.73,1,8,8,,8,8,,8
140,1,6,132,1,18.6,16.28,18.6,18.6,11.63,16.28,7,9,8,7,7,9,15.56,17.78,17.78,15.56,15.56,17.78,1,7,7,7,7,7,7,7
140,1,6,133,0,18.6,16.28,18.6,18.6,11.63,16.28,7,9,8,7,7,9,15.56,17.78,17.78,15.56,15.56,17.78,0,5,9,8,6,8,6,6
140,1,6,134,0,18.6,16.28,18.6,18.6,11.63,16.28,7,9,8,7,7,9,15.56,17.78,17.78,15.56,15.56,17.78,0,6.5,8,7.5,7,7,,6.5
140,1,6,135,1,18.6,16.28,18.6,18.6,11.63,16.28,7,9,8,7,7,9,15.56,17.78,17.78,15.56,15.56,17.78,1,6.5,8,8,7,7,7,7
140,1,6,136,0,18.6,16.28,18.6,18.6,11.63,16.28,7,9,8,7,7,9,15.56,17.78,17.78,15.56,15.56,17.78,0,5,5,6,8,6,8,6.5
141,1,6,132,0,20.83,20.83,16.67,16.67,6.25,18.75,10,9,4,7,8,8,19.05,7.14,19.05,23.81,21.43,9.52,1,8,7,7,7,7,8,7
141,1,6,133,0,20.83,20.83,16.67,16.67,6.25,18.75,10,9,4,7,8,8,19.05,7.14,19.05,23.81,21.43,9.52,1,6,10,9,9,6,5,8
141,1,6,134,0,20.83,20.83,16.67,16.67,6.25,18.75,10,9,4,7,8,8,19.05,7.14,19.05,23.81,21.43,9.52,1,7,8,8,7,6,5,7
141,1,6,135,1,20.83,20.83,16.67,16.67,6.25,18.75,10,9,4,7,8,8,19.05,7.14,19.05,23.81,21.43,9.52,1,8,9,8,8,6,5,8
141,1,6,136,0,20.83,20.83,16.67,16.67,6.25,18.75,10,9,4,7,8,8,19.05,7.14,19.05,23.81,21.43,9.52,0,3,7,8,4,8,4,4
142,0,7,158,0,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,0,4,5,6,4,6,4,4
142,0,7,159,1,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,1,5,10,9,8,7,5,9
142,0,7,160,0,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,1,8,8,8,8,10,6,8
142,0,7,161,0,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,1,10,10,9,8,8,7,9
142,0,7,162,0,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,1,8,10,9,8,8,5,8
142,0,7,163,0,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,1,6,8,8,8,8,7,8
142,0,7,164,0,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,1,8,9,10,8,5,6,7
142,0,7,165,0,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,0,6,8,7,6,5,7,7
142,0,7,166,0,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,0,8,6,6,8,9,5,5
142,0,7,167,1,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,1,8,8,8,8,8,8,8
142,0,7,168,1,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,1,6,9,9,10,9,10,10
142,0,7,169,1,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,1,10,10,10,10,10,10,10
142,0,7,170,0,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,0,4,7,7,9,8,7,9
142,0,7,171,1,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,1,4,10,9,5,6,2,7
142,0,7,172,1,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,1,8,7,8,8,8,8,8
142,0,7,173,1,14.29,14.29,21.43,21.43,19.05,9.52,8,7,6,7,6,6,19.57,13.04,17.39,19.57,15.22,15.22,1,6,4,8,9,9,9,8
143,0,7,158,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,0,5,6,8,6,7,,5
143,0,7,159,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,0,4,6,8,5,,5,5
143,0,7,160,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,0,5,5,7,8,7,4,5
143,0,7,161,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,1,5,6,8,9,8,6,8
143,0,7,162,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,0,6,7,9,8,9,,7
143,0,7,163,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,1,9,8,9,8,9,8,8
143,0,7,164,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,1,8,7,9,8,8,,8
143,0,7,165,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,1,10,9,9,10,6,,9
143,0,7,166,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,1,9,8,9,8,8,,8
143,0,7,167,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,0,5,6,7,6,4,,5
143,0,7,168,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,1,7,8,9,9,9,,7
143,0,7,169,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,1,8,9,9,8,8,8,8
143,0,7,170,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,0,5,5,9,6,7,8,4
143,0,7,171,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,1,8,9,9,7,8,8,9
143,0,7,172,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,1,8,8,9,8,8,,9
143,0,7,173,0,8.33,20.83,20.83,14.58,16.67,18.75,5,8,9,8,9,10,17.86,16.07,17.86,16.07,14.29,17.86,0,7,5,8,9,8,,7
144,0,7,158,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,0,4,6,7,4,7,4,4
144,0,7,159,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,0,4,7,8,5,7,4,4
144,0,7,160,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,0,7,8,8,8,8,7,7
144,0,7,161,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,1,8,8,8,10,7,9,9
144,0,7,162,1,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,1,7,7,8,8,7,7,9
144,0,7,163,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,0,6,7,7,8,7,7,7
144,0,7,164,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,0,8,8,7,7,6,7,8
144,0,7,165,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,0,7,6,6,5,6,5,6
144,0,7,166,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,0,7,8,8,7,7,6,7
144,0,7,167,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,0,6,7,8,7,7,7,6
144,0,7,168,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,0,5,5,6,6,5,5,5
144,0,7,169,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,1,7,7,8,8,6,7,7
144,0,7,170,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,0,5,7,8,6,7,5,5
144,0,7,171,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,0,5,7,8,7,7,6,6
144,0,7,172,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,0,5,8,7,7,8,7,7
144,0,7,173,0,16,16,16,18,18,16,8,7,7,7,6,7,20,15.56,15.56,17.78,15.56,15.56,0,6,7,8,6,7,6,6
145,0,7,158,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,0,7,10,10,7,9,8,8
145,0,7,159,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,0,7,10,10,10,10,8,8
145,0,7,160,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,0,8,10,7,10,7,5,7
145,0,7,161,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,1,10,9,9,9,8,7,9
145,0,7,162,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,0,9,9,9,8,9,8,8
145,0,7,163,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,1,9,9,8,7,9,7,9
145,0,7,164,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,1,9,10,10,9,8,9,9
145,0,7,165,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,0,8,8,7,7,5,4,2
145,0,7,166,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,0,7,7,7,7,7,4,3
145,0,7,167,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,0,10,9,9,8,7,4,8
145,0,7,168,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,0,6,9,8,8,7,10,8
145,0,7,169,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,0,9,7,9,7,7,5,7
145,0,7,170,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,0,8,10,9,7,7,10,9
145,0,7,171,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,0,9,9,9,7,8,5,8
145,0,7,172,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,1,9,9,9,7,8,7,9
145,0,7,173,0,11.36,18.18,22.73,18.18,11.36,18.18,9,8,9,8,9,9,22.22,13.33,17.78,20,8.89,17.78,1,8,10,10,10,10,10,10
146,0,7,158,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,4,6,8,,,,4
146,0,7,159,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,5,7,10,8,,,7
146,0,7,160,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,8,10,7,8,8,,7
146,0,7,161,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,6,8,8,,,,6
146,0,7,162,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,5,5,10,,8,,5
146,0,7,163,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,6,8,8,8,,,6
146,0,7,164,1,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,1,10,9,10,10,8,8,10
146,0,7,165,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,8,8,7,,,7,6
146,0,7,166,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,5,8,6,6,,,6
146,0,7,167,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,5,7,8,7,,,6
146,0,7,168,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,6,8,10,,,,6
146,0,7,169,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,8,8,8,8,,,7
146,0,7,170,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,6,8,8,,,,6
146,0,7,171,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,8,8,8,7,,,7
146,0,7,172,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,8,8,8,7,,,6
146,0,7,173,0,18.18,18.18,18.18,18.18,13.64,13.64,9,6,7,9,6,8,20,13.33,15.56,20,13.33,17.78,0,6,8,8,8,,,5
147,0,7,158,0,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,0,5,5,8,5,5,5,5
147,0,7,159,0,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,0,5,6,8,5,5,4,5
147,0,7,160,1,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,1,8,6,7,8,9,7,8
147,0,7,161,0,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,1,7,6,7,6,6,5,6
147,0,7,162,0,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,0,5,6,6,6,5,4,5
147,0,7,163,0,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,1,7,8,8,7,7,8,8
147,0,7,164,0,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,0,6,8,8,6,6,5,5
147,0,7,165,1,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,1,7,7,7,5,6,5,6
147,0,7,166,1,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,1,8,8,8,6,8,7,7
147,0,7,167,0,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,0,6,6,6,6,6,5,6
147,0,7,168,0,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,0,4,8,8,4,4,3,4
147,0,7,169,1,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,1,8,7,8,7,7,5,7
147,0,7,170,0,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,0,4,7,8,4,6,4,5
147,0,7,171,0,18,18,20,18,16,10,9,9,9,9,9,9,25,12.5,12.5,25,12.5,12.5,0,4,7,9,4,6,3,5
